Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
206340426,"The Color of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.00,HarperCollins,Kindle Edition,278,2024,1983,,2024/05/25,to-read,to-read (#203),to-read,,,,0,0
38246560,Jerusalem,Alan             Moore,"Moore, Alan",,"=""1631494724""","=""9781631494727""",0,4.01,Liveright,Paperback,1266,2018,2016,,2024/05/25,to-read,to-read (#202),to-read,,,,0,0
182113235,Woodworm,Layla Martínez,"Martínez, Layla","Sophie Hughes, Annie McDermott","=""1949641597""","=""9781949641592""",0,4.12,Two Lines Press,Hardcover,149,2024,2021,,2024/05/25,to-read,to-read (#201),to-read,,,,0,0
35720284,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""""","=""""",0,3.86,Spectra,Kindle Edition,625,2003,1992,,2024/05/25,to-read,to-read (#200),to-read,,,,0,0
136513179,"The City & The City (Random House Reader's Circle) by Miéville, China(April 27, 2010) Paperback",China Miéville,"Miéville, China",,"=""""","=""""",0,3.90,Del Rey,Paperback,0,,2009,,2024/05/25,to-read,to-read (#199),to-read,,,,0,0
142943657,NEW-What a Mushroom Lives For: Matsutake and the Worlds They Make,Michael J. Hathaway,"Hathaway, Michael J.",,"=""""","=""""",0,3.93,Generic,Hardcover,296,,,,2024/05/25,to-read,to-read (#198),to-read,,,,0,0
10889783,Erasure,Percival Everett,"Everett, Percival",,"=""1555975992""","=""9781555975999""",0,4.17,Graywolf Press,Paperback,265,2011,2001,,2024/05/25,to-read,to-read (#197),to-read,,,,0,0
61340209,The Employees,Olga Ravn,"Ravn, Olga",Martin Aitken,"=""0811234827""","=""9780811234825""",0,3.66,New Directions,Paperback,144,2023,2018,,2024/05/25,to-read,to-read (#196),to-read,,,,0,0
201314481,Sleepaway: A Novel,Kevin Prufer,"Prufer, Kevin",,"=""1946724718""","=""9781946724717""",0,4.03,Acre Books,Paperback,184,2024,,,2024/05/25,to-read,to-read (#195),to-read,,,,0,0
60254201,The Man Who Lived Underground,Richard Wright,"Wright, Richard",,"=""0062971484""","=""9780062971487""",0,3.95,Harper Perennial Modern Classics,Paperback,240,2022,2021,,2024/05/25,to-read,to-read (#194),to-read,,,,0,0
202468406,Chain Gang All Stars,Nana Kwame Adjei-Brenyah,"Adjei-Brenyah, Nana Kwame",,"=""0593469313""","=""9780593469316""",0,4.13,Vintage,Paperback,411,2024,2023,,2024/05/25,to-read,to-read (#193),to-read,,,,0,0
123019,Parasites Like Us,Adam  Johnson,"Johnson, Adam",,"=""0142004774""","=""9780142004777""",0,3.31,Penguin Books,Paperback,352,2004,2003,,2024/05/25,to-read,to-read (#192),to-read,,,,0,0
123020,Emporium,Adam  Johnson,"Johnson, Adam",,"=""0142001953""","=""9780142001950""",0,3.67,Penguin Books,Paperback,256,2003,2002,,2024/05/25,to-read,to-read (#191),to-read,,,,0,0
152000548,Several People Are Typing,Calvin Kasulke,"Kasulke, Calvin",,"=""""","=""""",0,3.64,Anchor,Kindle Edition,250,2022,2021,,2024/05/25,to-read,to-read (#190),to-read,,,,0,0
213540411,The Mountain in the Sea,Ray Nayler,"Nayler, Ray",,"=""""","=""""",0,3.91,MCD,Kindle Edition,420,2024,2022,,2024/05/25,to-read,to-read (#189),to-read,,,,0,0
38140077,Washington Black,Esi Edugyan,"Edugyan, Esi",,"=""0525521429""","=""9780525521426""",0,3.95,Knopf,Hardcover,334,2018,2018,,2024/05/24,to-read,to-read (#188),to-read,,,,0,0
6375561,The Elephant Whisperer,Lawrence  Anthony,"Anthony, Lawrence",Graham Spence,"=""0283070870""","=""9780283070877""",0,4.50,Sidgwick & Jackson Ltd,Hardcover,368,2009,2009,,2024/05/24,to-read,to-read (#187),to-read,,,,0,0
34467031,Manhattan Beach,Jennifer Egan,"Egan, Jennifer",,"=""1476716730""","=""9781476716732""",0,3.62,Scribner,Hardcover,438,2017,2017,,2024/05/24,to-read,to-read (#186),to-read,,,,0,0
191746421,"The Wide Wide Sea: Imperial Ambition, First Contact and the Fateful Final Voyage of Captain James Cook",Hampton Sides,"Sides, Hampton",,"=""0593863186""","=""9780593863183""",0,4.48,Random House Large Print,Paperback,704,2024,2024,,2024/05/22,to-read,to-read (#184),to-read,,,,0,0
48734667,"The Little Book of Whiskey: Sip, Eat, Drink",Lynda Balslev,"Balslev, Lynda",,"=""""","=""""",3,3.65,"Andrews McMeel Publishing, LLC",Kindle Edition,146,2019,,2024/05/14,2024/05/14,,,read,,,,1,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,4.50,Ballantine Books,Hardcover,476,2021,2021,2024/05/10,2023/03/04,"nyc-collection, favorites","nyc-collection (#177), favorites (#17)",read,,,,1,0
90588971,America Fantastica,Tim O'Brien,"O'Brien, Tim",,"=""0063318504""","=""9780063318502""",0,3.45,Mariner Books,Hardcover,464,2023,2023,,2024/05/09,to-read,to-read (#183),to-read,,,,0,0
6656,The Divine Comedy: Inferno - Purgatorio - Paradiso,Dante Alighieri,"Alighieri, Dante","Allen Mandelbaum, Eugenio Montale, Peter Armour, Sandro Botticelli","=""0679433139""","=""9780679433132""",0,4.08,Everyman's Library,Hardcover,798,1995,1320,,2023/10/19,"top-100-book-poster, to-read","top-100-book-poster (#74), to-read (#182)",to-read,,,,1,0
61135560,In the Lives of Puppets,T.J. Klune,"Klune, T.J.",,"=""1250217423""","=""9781250217424""",0,3.91,Tor Books,Kindle Edition,432,2023,2023,,2024/05/05,to-read,to-read (#181),to-read,,,,0,0
55643271,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300144""","=""9780316300148""",0,3.87,Orbit,Paperback,567,2021,2020,,2024/05/05,to-read,to-read (#180),to-read,,,,0,0
206780519,Ascension,Nicholas Binge,"Binge, Nicholas",,"=""0593539591""","=""9780593539590""",0,3.58,Riverhead Books,Paperback,352,2024,2023,,2024/05/05,to-read,to-read (#179),to-read,,,,0,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",0,4.34,Penguin Press,Hardcover,368,2023,2023,,2024/05/03,to-read,to-read (#178),to-read,,,,0,0
101673225,Land of Milk and Honey,C Pam Zhang,"Zhang, C Pam",,"=""0593538242""","=""9780593538241""",2,3.52,Riverhead Books,Hardcover,240,2023,2023,2024/05/02,2024/05/01,,,read,,,,1,0
33916024,Sourdough,Robin Sloan,"Sloan, Robin",,"=""0374203105""","=""9780374203108""",4,3.76,"MCD Farrar, Straus and Giroux",Hardcover,259,2017,2017,2024/05/01,2024/04/29,,,read,,,,1,0
20170404,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0385353308""","=""9780385353304""",5,4.07,Knopf,Hardcover,333,2014,2014,2024/04/27,2023/08/01,nyc-collection,nyc-collection (#178),read,,,,1,0
452235,"The Firm (The Firm, #1)",John Grisham,"Grisham, John",,"=""044021145X""","=""9780440211457""",5,4.25,Dell,Paperback,501,1992,1991,,2023/02/02,home-collection,home-collection (#21),read,,,,1,0
55004093,The Cartographers,Peng Shepherd,"Shepherd, Peng",,"=""0062910698""","=""9780062910691""",0,3.63,William Morrow,Hardcover,392,2022,2022,,2024/04/24,"to-read, nyc-collection","to-read (#177), nyc-collection (#181)",to-read,,,,0,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",0,4.31,Beacon Press,Paperback,288,2004,1979,,2023/05/06,"to-read, nyc-collection","to-read (#51), nyc-collection (#180)",to-read,,,,0,0
9712,Love in the Time of Cholera,Gabriel García Márquez,"Márquez, Gabriel García","Edith Grossman, Kjell Risvik, Carlos Marrodán Casas","=""140003468X""","=""9781400034680""",0,3.94,Vintage International,Paperback,348,2003,1985,,2024/04/24,"to-read, nyc-collection","to-read (#176), nyc-collection (#179)",to-read,,,,0,0
26187,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""""","=""""",4,3.95,Atria Books,Hardcover,572,2003,2000,,2011/10/19,,,read,,,,1,0
36204075,"The Word is Murder (Hawthorne & Horowitz, #1)",Anthony Horowitz,"Horowitz, Anthony",,"=""0062676784""","=""9780062676788""",0,3.93,Harper,Hardcover,400,2018,2017,,2024/04/15,to-read,to-read (#175),to-read,,,,0,0
35066358,The First Fifteen Lives of Harry August,Claire North,"North, Claire",,"=""""","=""""",3,4.03,Redhook,Kindle Edition,417,2014,2014,2024/04/13,2023/03/27,,,read,,,,1,0
9822,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,"O'Brien, Robert C.",,"=""0689862202""","=""9780689862205""",0,4.17,Aladdin,Paperback,240,2003,1971,,2024/04/13,,,read,,,,1,0
5940939,"The Forever War (The Forever War, #1)",Joe Haldeman,"Haldeman, Joe",,"=""0312536631""","=""9780312536633""",5,4.14,St. Martin's Griffin,Paperback,265,2009,1974,2024/04/08,2024/02/04,nyc-collection,nyc-collection (#169),read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2011/08/26,"home-collection, top-100-book-poster, favorites","home-collection (#38), top-100-book-poster (#91), favorites (#16)",read,,,,1,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",5,4.08,Tor Books,Hardcover,472,2014,2006,2022/01/01,2023/01/17,"nyc-collection, favorites, essential-five, griff-leah-book-club","nyc-collection (#71), favorites (#12), essential-five (#3), griff-leah-book-club (#21)",read,,,,1,0
52578297,The Midnight Library,Matt Haig,"Haig, Matt",,"=""0525559477""","=""9780525559474""",5,3.99,Viking,Hardcover,288,2020,2020,,2023/01/16,"nyc-collection, griff-leah-book-club","nyc-collection (#40), griff-leah-book-club (#20)",read,,,,1,0
43352954,This Is How You Lose the Time War,Amal El-Mohtar,"El-Mohtar, Amal",Max Gladstone,"=""""","=""""",5,3.87,Saga Press,ebook,209,2019,2019,2023/03/21,2023/03/15,,,read,,,,1,0
55596771,"Speaking Bones (The Dandelion Dynasty, #4)",Ken Liu,"Liu, Ken",,"=""1982148977""","=""9781982148973""",5,4.55,Gallery / Saga Press,Hardcover,1047,2022,2022,2023/04/24,2023/01/16,"nyc-collection, griff-leah-book-club","nyc-collection (#133), griff-leah-book-club (#19)",read,,,,1,0
18952403,"The Veiled Throne (The Dandelion Dynasty, #3)",Ken Liu,"Liu, Ken",,"=""1481424335""","=""9781481424332""",5,4.15,Gallery / Saga Press,Hardcover,1008,2021,2021,2023/03/25,2023/01/16,griff-leah-book-club,griff-leah-book-club (#18),read,,,,1,0
18952381,"The Wall of Storms (The Dandelion Dynasty, #2)",Ken Liu,"Liu, Ken",,"=""1784973254""","=""9781784973254""",5,4.35,Head of Zeus,Hardcover,880,2016,2016,2023/02/12,2023/01/16,"nyc-collection, griff-leah-book-club","nyc-collection (#132), griff-leah-book-club (#17)",read,,,,1,0
18952341,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,"Liu, Ken",,"=""1481424270""","=""9781481424271""",5,3.79,Saga Press,Hardcover,640,2015,2015,2023/01/03,2023/01/16,"favorites, essential-five, griff-leah-book-club","favorites (#7), essential-five (#5), griff-leah-book-club (#16)",read,,,,2,0
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",3,4.34,Orbit,Paperback,416,2017,2017,2024/04/04,2024/03/28,,,read,,,,1,0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",5,4.35,Riverhead Books,Paperback,371,2004,2003,2024/02/11,2023/10/19,"top-100-book-poster, nyc-collection, griff-leah-book-club","top-100-book-poster (#80), nyc-collection (#167), griff-leah-book-club (#3)",read,,,,1,0
42074525,"The City We Became (Great Cities, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,3.85,Orbit,Hardcover,437,2020,2020,2024/03/15,2024/02/12,griff-leah-book-club,griff-leah-book-club (#2),read,,,,1,0
58446227,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""0593321448""","=""9780593321447""",5,4.06,Knopf,Hardcover,259,2022,2022,2024/03/17,2024/03/12,"nyc-collection, griff-leah-book-club","nyc-collection (#176), griff-leah-book-club (#1)",read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",4,3.85,Vintage Books ,Paperback,288,2010,2005,2023/12/15,2023/10/10,"nyc-collection, top-100-book-poster, griff-leah-book-club","nyc-collection (#134), top-100-book-poster (#42), griff-leah-book-club (#5)",read,,,,1,0
2146957,"Grip of the Shadow Plague (Fablehaven, #3)",Brandon Mull,"Mull, Brandon",Brandon Dorman,"=""1590388984""","=""9781590388983""",5,4.30,Shadow Mountain,Hardcover,477,2008,2008,,2012/03/19,griff-leah-book-club,griff-leah-book-club (#11),read,,,,2,0
5217282,"Secrets of the Dragon Sanctuary (Fablehaven, #4)",Brandon Mull,"Mull, Brandon",,"=""1606410423""","=""9781606410424""",5,4.39,Shadow Mountain,Hardcover,535,2009,2009,2023/09/15,2012/03/19,griff-leah-book-club,griff-leah-book-club (#12),read,,,,1,0
7243142,"Keys to the Demon Prison (Fablehaven, #5)",Brandon Mull,"Mull, Brandon",,"=""1606412388""","=""9781606412381""",5,4.46,Shadow Mountain,Hardcover,593,2010,2010,,2012/03/19,griff-leah-book-club,griff-leah-book-club (#13),read,,,,2,0
10357575,"1Q84 (1Q84, #1-3)",Haruki Murakami,"Murakami, Haruki","Jay Rubin, Philip Gabriel","=""0307593312""","=""9780307593313""",2,3.95,Knopf,Hardcover,944,2011,2009,2023/06/20,2023/01/17,griff-leah-book-club,griff-leah-book-club (#14),read,,,,1,0
22733729,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky  Chambers,"Chambers, Becky",,"=""1500453307""","=""9781500453305""",4,4.18,CreateSpace Independent Publishing Platform ,Paperback,518,2014,2014,2023/06/03,2023/02/20,"nyc-collection, griff-leah-book-club","nyc-collection (#74), griff-leah-book-club (#15)",read,,,,1,0
58724745,The Book Eaters,Sunyi Dean,"Dean, Sunyi",,"=""1250810183""","=""9781250810182""",4,3.62,Tor Books,Hardcover,298,2022,2022,2024/01/08,2023/02/18,griff-leah-book-club,griff-leah-book-club (#4),read,,,,1,0
784911,"Rise of the Evening Star (Fablehaven, #2)",Brandon Mull,"Mull, Brandon",,"=""1590387422""","=""9781590387429""",5,4.18,Shadow Mountain,Hardcover,456,2007,2007,,2012/03/19,"4th-quarter, griff-leah-book-club","4th-quarter (#33), griff-leah-book-club (#10)",read,,,,2,0
44652,"Fablehaven (Fablehaven, #1)",Brandon Mull,"Mull, Brandon",,"=""1590385810""","=""9781590385814""",5,4.13,Shadow Mountain,Hardcover,351,2006,2006,,2011/08/26,"4th-quarter, griff-leah-book-club","4th-quarter (#61), griff-leah-book-club (#9)",read,,,,2,0
56978089,"A Magic Steeped in Poison (The Book of Tea, #1)",Judy I. Lin,"Lin, Judy I.",,"=""1250767083""","=""9781250767080""",4,3.82,Feiwel and Friends,Hardcover,374,2022,2022,2023/09/23,2023/09/22,griff-leah-book-club,griff-leah-book-club (#8),read,,,,1,0
62684211,The Archive Undying (The Downworld Sequence #1),Emma Mieko Candon,"Candon, Emma Mieko",,"=""125082155X""","=""9781250821553""",2,3.35,Tordotcom,Kindle Edition,488,2023,2023,2023/10/21,2023/07/15,griff-leah-book-club,griff-leah-book-club (#7),read,,,,1,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",4,4.30,PanMacmillan,Hardcover,608,2015,2015,2023/11/15,2023/02/22,griff-leah-book-club,griff-leah-book-club (#6),read,,,,1,0
65709995,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0812417259""","=""9780812417258""",5,4.42,Turtleback Books,Library Binding,778,2010,1952,,2023/09/12,home-collection,home-collection (#30),read,,,,1,0
7745,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Hunter S. Thompson,"Thompson, Hunter S.",Ralph Steadman,"=""0679785892""","=""9780679785897""",0,4.07,Vintage Books,Paperback,204,1998,1971,,2024/04/01,,,read,,,,1,0
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.30,Orbit,Paperback,410,2016,2016,2024/03/28,2024/03/27,,,read,,,,1,0
40611510,The Last Lecture,Randy Pausch,"Pausch, Randy",Jeffrey Zaslow,"=""""","=""""",5,4.26,Hachette Books,Kindle Edition,217,2008,2008,,2024/02/19,nyc-collection,nyc-collection (#173),read,,,,1,0
53205888,Under the Whispering Door,T.J. Klune,"Klune, T.J.",,"=""1250217342""","=""9781250217349""",4,4.13,Tor Books,Hardcover,376,2021,2021,2024/03/27,2024/02/14,nyc-collection,nyc-collection (#172),read,,,,1,0
59826050,Fifth Season (Broken Earth),N.K. Jemisin,"Jemisin, N.K.",,"=""1663625719""","=""9781663625717""",4,4.30,Turtleback,Library Binding,512,2019,2015,2024/03/24,2023/07/15,home-collection,home-collection (#51),read,,,,1,0
131312820,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,"Caro, Robert A.",,"=""""","=""""",0,4.51,ALFRED A . KNOPF,Hardcover,0,1975,1974,,2024/03/24,to-read,to-read (#174),to-read,,,,0,0
60399181,"The World We Make (Great Cities, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""035651269X""","=""9780356512693""",3,4.09,Orbit,Hardcover,357,2022,2022,2024/03/16,2024/03/15,,,read,,,,1,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",5,4.01,Random House,Paperback,509,2004,2004,2024/03/03,2023/10/01,"top-100-book-poster, home-collection","top-100-book-poster (#1), home-collection (#53)",read,,,,1,0
7325958,The Bullpen Gospels: Major League Dreams of a Minor League Veteran,Dirk Hayhurst,"Hayhurst, Dirk",,"=""0806531436""","=""9780806531434""",5,4.04,Citadel,Paperback,340,2010,2010,,2011/10/04,home-collection,home-collection (#50),read,,,,1,0
19380,Candide,Voltaire,"Voltaire, Voltaire","Rockwell Kent, Walter Jerrold, Don Hagen, Sara Gioacchino Corcos","=""0486266893""","=""9780486266893""",4,3.76,"Dover Publications, Incorporated",Paperback,129,1991,1759,,2024/02/24,,,read,,,,1,0
5826,Bel Canto,Ann Patchett,"Patchett, Ann",,"=""""","=""""",0,3.94,Harper Perennial,Paperback,318,2023,2001,,2024/02/24,to-read,to-read (#173),to-read,,,,0,0
27064138,On the Road,jack-kerouac,"jack-kerouac, jack-kerouac",,"=""1439513511""","=""9781439513514""",4,3.61,Paw Prints 2008-07-10,Library Binding,,1900,1957,2024/02/20,2023/01/23,"nyc-collection, top-100-book-poster","nyc-collection (#23), top-100-book-poster (#7)",read,,,,1,0
37542581,The Spy and the Traitor: The Greatest Espionage Story of the Cold War,Ben Macintyre,"Macintyre, Ben",,"=""0771060335""","=""9780771060335""",0,4.52,Signal,Hardcover,384,2018,2018,,2024/02/20,to-read,to-read (#172),to-read,,,,0,0
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,"=""1400052173""","=""9781400052172""",0,4.12,Crown Publishing Group,Hardcover,370,2010,2010,,2024/02/19,"to-read, nyc-collection","to-read (#171), nyc-collection (#175)",to-read,,,,0,0
75361333,The Lincoln Highway,Amor Towles,"Towles, Amor",,"=""0735222363""","=""9780735222366""",5,4.22,Penguin Books,Paperback,576,2023,2021,2023/09/02,2023/03/06,"home-collection, nyc-collection","home-collection (#1), nyc-collection (#174)",read,,,,1,0
49151024,Gastro Obscura: A Food Adventurer's Guide (Atlas Obscura),Cecily Wong,"Wong, Cecily","Dylan Thuras, Atlas Obscura","=""1523502193""","=""9781523502196""",0,4.29,Workman Publishing Company,Hardcover,438,2021,2021,,2024/01/07,nyc-collection,nyc-collection (#157),read,,,,1,0
43982054,The Water Dancer,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",4,4.06,One World,Hardcover,416,2019,2019,2024/02/18,2023/04/30,nyc-collection,nyc-collection (#66),read,,,,1,0
158678700,The Collector,Daniel Silva,"Silva, Daniel",,"=""0062834991""","=""9780062834997""",3,4.37,Harper Paperbacks,Paperback,416,2024,2023,2024/02/16,2023/12/03,nyc-collection,nyc-collection (#150),read,,,,1,0
52661162,The Searcher,Tana French,"French, Tana",,"=""073522465X""","=""9780735224650""",4,3.80,Viking,Hardcover,451,2020,2020,2024/02/14,2024/02/04,nyc-collection,nyc-collection (#170),read,,,,1,0
157062582,"The Mystery Guest (Molly the Maid, #2)",Nita Prose,"Prose, Nita",,"=""0593356187""","=""9780593356180""",0,3.81,Ballantine Books,Hardcover,293,2023,2023,,2024/02/12,to-read,to-read (#170),to-read,,,,0,0
90202302,"Iron Flame (The Empyrean, #2)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374178""","=""9781649374172""",3,4.37,Entangled: Red Tower Books,Hardcover,623,2023,2023,2024/02/09,2023/12/13,,,read,,,,1,0
1454118,The Stand,Stephen        King,"King, Stephen",,"=""0451179285""","=""9780451179289""",4,4.35,New Amer Library,Mass Market Paperback,1168,1994,1978,2024/02/05,2023/05/15,"nyc-collection, top-100-book-poster","nyc-collection (#102), top-100-book-poster (#27)",read,,,,1,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",0,3.96,Random House,Paperback,321,1997,1997,,2024/02/04,"to-read, nyc-collection","to-read (#169), nyc-collection (#171)",to-read,,,,0,0
174252613,Fairy Tale,Stephen        King,"King, Stephen",,"=""1668024543""","=""9781668024546""",0,4.10,,Paperback,,,2022,,2024/02/03,to-read,to-read (#168),to-read,,,,0,0
55278507,"Shards of Earth (The Final Architecture, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",Sophie Aldred,"=""1549106392""","=""9781549106392""",0,4.18,Orbit,Audiobook,,2021,2021,,2024/02/03,to-read,to-read (#167),to-read,,,,0,0
162990768,"The Walking Dead: Days Gone Bye. Volume 1 Paperback Graphic Novel (The Walking Dead: Days Gone Bye, 1)",Robert Kirkman,"Kirkman, Robert",,"=""""","=""""",5,4.27,Image Comics inc.,Paperback,0,2012,2004,2024/02/03,2024/02/03,,,read,,,,1,0
85148114,The Heaven & Earth Grocery Store,James   McBride,"McBride, James",,"=""0593422961""","=""9780593422960""",3,3.95,Riverhead Books,Kindle Edition,400,2023,2023,2024/01/30,2023/09/11,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",3,4.40,Atria Books,Hardcover,389,2017,2017,2024/01/28,2023/10/10,nyc-collection,nyc-collection (#135),read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2024/01/27,"to-read, nyc-collection","to-read (#166), nyc-collection (#168)",to-read,,,,0,0
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,"Ludlum, Robert",,"=""0752864327""","=""9780752864327""",0,4.05,Orion,Paperback,566,2005,1980,2012/05/31,2012/03/27,"4th-quarter, nyc-collection","4th-quarter (#77), nyc-collection (#166)",read,,,,1,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2023/02/15,"to-read, nyc-collection","to-read (#10), nyc-collection (#165)",to-read,,,,0,0
